passengerCount,WIFIAPTag,slice10min
9.5,W3-2B-3<W3-2-03>,2016-09-25-16-4
8.7,W3-2B-3<W3-2-03>,2016-09-25-16-5
7.5,W3-2B-3<W3-2-03>,2016-09-25-17-0
6.4,W3-2B-3<W3-2-03>,2016-09-25-17-1
5.6,W3-2B-3<W3-2-03>,2016-09-25-17-2
6.1,W3-2B-3<W3-2-03>,2016-09-25-17-3
6.6,W3-2B-3<W3-2-03>,2016-09-25-17-4
7.0,W3-2B-3<W3-2-03>,2016-09-25-17-5
7.2,W3-2B-3<W3-2-03>,2016-09-25-18-0
6.9,W3-2B-3<W3-2-03>,2016-09-25-18-1
7.4,W3-2B-3<W3-2-03>,2016-09-25-18-2
7.1,W3-2B-3<W3-2-03>,2016-09-25-18-3
7.0,W3-2B-3<W3-2-03>,2016-09-25-18-4
7.6,W3-2B-3<W3-2-03>,2016-09-25-18-5
5.2,W3-3A-10<W3-3-10>,2016-09-25-15-0
6.1,W3-3A-10<W3-3-10>,2016-09-25-15-1
7.4,W3-3A-10<W3-3-10>,2016-09-25-15-2
7.3,W3-3A-10<W3-3-10>,2016-09-25-15-3
6.5,W3-3A-10<W3-3-10>,2016-09-25-15-4
6.5,W3-3A-10<W3-3-10>,2016-09-25-15-5
6.5,W3-3A-10<W3-3-10>,2016-09-25-16-0
6.5,W3-3A-10<W3-3-10>,2016-09-25-16-1
6.1,W3-3A-10<W3-3-10>,2016-09-25-16-2
6.1,W3-3A-10<W3-3-10>,2016-09-25-16-3
7.5,W3-3A-10<W3-3-10>,2016-09-25-16-4
8.6,W3-3A-10<W3-3-10>,2016-09-25-16-5
9.4,W3-3A-10<W3-3-10>,2016-09-25-17-0
8.8,W3-3A-10<W3-3-10>,2016-09-25-17-1
7.7,W3-3A-10<W3-3-10>,2016-09-25-17-2
8.0,W3-3A-10<W3-3-10>,2016-09-25-17-3
7.8,W3-3A-10<W3-3-10>,2016-09-25-17-4
7.3,W3-3A-10<W3-3-10>,2016-09-25-17-5
6.7,W3-3A-10<W3-3-10>,2016-09-25-18-0
7.3,W3-3A-10<W3-3-10>,2016-09-25-18-1
7.3,W3-3A-10<W3-3-10>,2016-09-25-18-2
7.0,W3-3A-10<W3-3-10>,2016-09-25-18-3
6.9,W3-3A-10<W3-3-10>,2016-09-25-18-4
8.5,W3-3A-10<W3-3-10>,2016-09-25-18-5
10.7,W3-3A-11<W3-3-11>,2016-09-25-15-0
11.6,W3-3A-11<W3-3-11>,2016-09-25-15-1
12.0,W3-3A-11<W3-3-11>,2016-09-25-15-2
12.2,W3-3A-11<W3-3-11>,2016-09-25-15-3
12.2,W3-3A-11<W3-3-11>,2016-09-25-15-4
12.9,W3-3A-11<W3-3-11>,2016-09-25-15-5
14.3,W3-3A-11<W3-3-11>,2016-09-25-16-0
13.5,W3-3A-11<W3-3-11>,2016-09-25-16-1
12.5,W3-3A-11<W3-3-11>,2016-09-25-16-2
13.2,W3-3A-11<W3-3-11>,2016-09-25-16-3
13.9,W3-3A-11<W3-3-11>,2016-09-25-16-4
15.3,W3-3A-11<W3-3-11>,2016-09-25-16-5
16.2,W3-3A-11<W3-3-11>,2016-09-25-17-0
15.4,W3-3A-11<W3-3-11>,2016-09-25-17-1
13.9,W3-3A-11<W3-3-11>,2016-09-25-17-2
12.7,W3-3A-11<W3-3-11>,2016-09-25-17-3
11.5,W3-3A-11<W3-3-11>,2016-09-25-17-4
10.0,W3-3A-11<W3-3-11>,2016-09-25-17-5
10.0,W3-3A-11<W3-3-11>,2016-09-25-18-0
11.5,W3-3A-11<W3-3-11>,2016-09-25-18-1
13.5,W3-3A-11<W3-3-11>,2016-09-25-18-2
14.3,W3-3A-11<W3-3-11>,2016-09-25-18-3
12.9,W3-3A-11<W3-3-11>,2016-09-25-18-4
14.9,W3-3A-11<W3-3-11>,2016-09-25-18-5
4.9,W3-3A-12<W3-3-12>,2016-09-25-15-0
5.3,W3-3A-12<W3-3-12>,2016-09-25-15-1
6.2,W3-3A-12<W3-3-12>,2016-09-25-15-2
5.5,W3-3A-12<W3-3-12>,2016-09-25-15-3
6.1,W3-3A-12<W3-3-12>,2016-09-25-15-4
6.2,W3-3A-12<W3-3-12>,2016-09-25-15-5
6.5,W3-3A-12<W3-3-12>,2016-09-25-16-0
6.3,W3-3A-12<W3-3-12>,2016-09-25-16-1
5.8,W3-3A-12<W3-3-12>,2016-09-25-16-2
7.0,W3-3A-12<W3-3-12>,2016-09-25-16-3
8.0,W3-3A-12<W3-3-12>,2016-09-25-16-4
8.2,W3-3A-12<W3-3-12>,2016-09-25-16-5
8.1,W3-3A-12<W3-3-12>,2016-09-25-17-0
7.9,W3-3A-12<W3-3-12>,2016-09-25-17-1
7.8,W3-3A-12<W3-3-12>,2016-09-25-17-2
8.3,W3-3A-12<W3-3-12>,2016-09-25-17-3
7.1,W3-3A-12<W3-3-12>,2016-09-25-17-4
6.5,W3-3A-12<W3-3-12>,2016-09-25-17-5
6.0,W3-3A-12<W3-3-12>,2016-09-25-18-0
6.1,W3-3A-12<W3-3-12>,2016-09-25-18-1
5.8,W3-3A-12<W3-3-12>,2016-09-25-18-2
6.2,W3-3A-12<W3-3-12>,2016-09-25-18-3
6.8,W3-3A-12<W3-3-12>,2016-09-25-18-4
7.0,W3-3A-12<W3-3-12>,2016-09-25-18-5
11.0,W3-3A-13<W3-3-13>,2016-09-25-15-0
13.1,W3-3A-13<W3-3-13>,2016-09-25-15-1
14.7,W3-3A-13<W3-3-13>,2016-09-25-15-2
15.5,W3-3A-13<W3-3-13>,2016-09-25-15-3
14.9,W3-3A-13<W3-3-13>,2016-09-25-15-4
15.2,W3-3A-13<W3-3-13>,2016-09-25-15-5
16.1,W3-3A-13<W3-3-13>,2016-09-25-16-0
16.1,W3-3A-13<W3-3-13>,2016-09-25-16-1
14.6,W3-3A-13<W3-3-13>,2016-09-25-16-2
15.7,W3-3A-13<W3-3-13>,2016-09-25-16-3
17.8,W3-3A-13<W3-3-13>,2016-09-25-16-4
19.9,W3-3A-13<W3-3-13>,2016-09-25-16-5
22.1,W3-3A-13<W3-3-13>,2016-09-25-17-0
22.4,W3-3A-13<W3-3-13>,2016-09-25-17-1
19.9,W3-3A-13<W3-3-13>,2016-09-25-17-2
18.4,W3-3A-13<W3-3-13>,2016-09-25-17-3
17.6,W3-3A-13<W3-3-13>,2016-09-25-17-4
15.0,W3-3A-13<W3-3-13>,2016-09-25-17-5
15.6,W3-3A-13<W3-3-13>,2016-09-25-18-0
15.0,W3-3A-13<W3-3-13>,2016-09-25-18-1
16.6,W3-3A-13<W3-3-13>,2016-09-25-18-2
17.6,W3-3A-13<W3-3-13>,2016-09-25-18-3
17.8,W3-3A-13<W3-3-13>,2016-09-25-18-4
19.4,W3-3A-13<W3-3-13>,2016-09-25-18-5
7.5,W3-3A-14<W3-3-14>,2016-09-25-15-0
7.3,W3-3A-14<W3-3-14>,2016-09-25-15-1
7.4,W3-3A-14<W3-3-14>,2016-09-25-15-2
8.6,W3-3A-14<W3-3-14>,2016-09-25-15-3
9.0,W3-3A-14<W3-3-14>,2016-09-25-15-4
8.8,W3-3A-14<W3-3-14>,2016-09-25-15-5
9.0,W3-3A-14<W3-3-14>,2016-09-25-16-0
8.6,W3-3A-14<W3-3-14>,2016-09-25-16-1
9.1,W3-3A-14<W3-3-14>,2016-09-25-16-2
8.8,W3-3A-14<W3-3-14>,2016-09-25-16-3
8.6,W3-3A-14<W3-3-14>,2016-09-25-16-4
9.1,W3-3A-14<W3-3-14>,2016-09-25-16-5
9.3,W3-3A-14<W3-3-14>,2016-09-25-17-0
9.7,W3-3A-14<W3-3-14>,2016-09-25-17-1
8.8,W3-3A-14<W3-3-14>,2016-09-25-17-2
7.8,W3-3A-14<W3-3-14>,2016-09-25-17-3
7.7,W3-3A-14<W3-3-14>,2016-09-25-17-4
7.8,W3-3A-14<W3-3-14>,2016-09-25-17-5
7.8,W3-3A-14<W3-3-14>,2016-09-25-18-0
9.1,W3-3A-14<W3-3-14>,2016-09-25-18-1
8.7,W3-3A-14<W3-3-14>,2016-09-25-18-2
8.5,W3-3A-14<W3-3-14>,2016-09-25-18-3
9.1,W3-3A-14<W3-3-14>,2016-09-25-18-4
8.8,W3-3A-14<W3-3-14>,2016-09-25-18-5
4.1,W3-3A-15<W3-3-15>,2016-09-25-15-0
4.5,W3-3A-15<W3-3-15>,2016-09-25-15-1
5.0,W3-3A-15<W3-3-15>,2016-09-25-15-2
5.2,W3-3A-15<W3-3-15>,2016-09-25-15-3
4.5,W3-3A-15<W3-3-15>,2016-09-25-15-4
5.0,W3-3A-15<W3-3-15>,2016-09-25-15-5
5.3,W3-3A-15<W3-3-15>,2016-09-25-16-0
5.1,W3-3A-15<W3-3-15>,2016-09-25-16-1
4.3,W3-3A-15<W3-3-15>,2016-09-25-16-2
4.6,W3-3A-15<W3-3-15>,2016-09-25-16-3
4.7,W3-3A-15<W3-3-15>,2016-09-25-16-4
5.0,W3-3A-15<W3-3-15>,2016-09-25-16-5
5.1,W3-3A-15<W3-3-15>,2016-09-25-17-0
5.4,W3-3A-15<W3-3-15>,2016-09-25-17-1
4.5,W3-3A-15<W3-3-15>,2016-09-25-17-2
5.1,W3-3A-15<W3-3-15>,2016-09-25-17-3
4.8,W3-3A-15<W3-3-15>,2016-09-25-17-4
3.8,W3-3A-15<W3-3-15>,2016-09-25-17-5
4.0,W3-3A-15<W3-3-15>,2016-09-25-18-0
3.9,W3-3A-15<W3-3-15>,2016-09-25-18-1
4.3,W3-3A-15<W3-3-15>,2016-09-25-18-2
4.0,W3-3A-15<W3-3-15>,2016-09-25-18-3
4.6,W3-3A-15<W3-3-15>,2016-09-25-18-4
5.0,W3-3A-15<W3-3-15>,2016-09-25-18-5
4.4,W3-3A-16<W3-3-16>,2016-09-25-15-0
4.7,W3-3A-16<W3-3-16>,2016-09-25-15-1
4.9,W3-3A-16<W3-3-16>,2016-09-25-15-2
5.0,W3-3A-16<W3-3-16>,2016-09-25-15-3
4.9,W3-3A-16<W3-3-16>,2016-09-25-15-4
5.3,W3-3A-16<W3-3-16>,2016-09-25-15-5
4.8,W3-3A-16<W3-3-16>,2016-09-25-16-0
4.7,W3-3A-16<W3-3-16>,2016-09-25-16-1
5.2,W3-3A-16<W3-3-16>,2016-09-25-16-2
5.4,W3-3A-16<W3-3-16>,2016-09-25-16-3
6.2,W3-3A-16<W3-3-16>,2016-09-25-16-4
6.8,W3-3A-16<W3-3-16>,2016-09-25-16-5
7.3,W3-3A-16<W3-3-16>,2016-09-25-17-0
7.0,W3-3A-16<W3-3-16>,2016-09-25-17-1
6.2,W3-3A-16<W3-3-16>,2016-09-25-17-2
6.6,W3-3A-16<W3-3-16>,2016-09-25-17-3
6.2,W3-3A-16<W3-3-16>,2016-09-25-17-4
6.0,W3-3A-16<W3-3-16>,2016-09-25-17-5
5.5,W3-3A-16<W3-3-16>,2016-09-25-18-0
5.9,W3-3A-16<W3-3-16>,2016-09-25-18-1
5.9,W3-3A-16<W3-3-16>,2016-09-25-18-2
6.1,W3-3A-16<W3-3-16>,2016-09-25-18-3
7.0,W3-3A-16<W3-3-16>,2016-09-25-18-4
7.4,W3-3A-16<W3-3-16>,2016-09-25-18-5
3.6,W3-3A-17<W3-3-17>,2016-09-25-15-0
3.7,W3-3A-17<W3-3-17>,2016-09-25-15-1
4.1,W3-3A-17<W3-3-17>,2016-09-25-15-2
4.6,W3-3A-17<W3-3-17>,2016-09-25-15-3
4.4,W3-3A-17<W3-3-17>,2016-09-25-15-4
4.3,W3-3A-17<W3-3-17>,2016-09-25-15-5
3.6,W3-3A-17<W3-3-17>,2016-09-25-16-0
3.4,W3-3A-17<W3-3-17>,2016-09-25-16-1
3.3,W3-3A-17<W3-3-17>,2016-09-25-16-2
4.1,W3-3A-17<W3-3-17>,2016-09-25-16-3
3.9,W3-3A-17<W3-3-17>,2016-09-25-16-4
4.6,W3-3A-17<W3-3-17>,2016-09-25-16-5
4.5,W3-3A-17<W3-3-17>,2016-09-25-17-0
4.7,W3-3A-17<W3-3-17>,2016-09-25-17-1
4.4,W3-3A-17<W3-3-17>,2016-09-25-17-2
3.8,W3-3A-17<W3-3-17>,2016-09-25-17-3
4.2,W3-3A-17<W3-3-17>,2016-09-25-17-4
3.8,W3-3A-17<W3-3-17>,2016-09-25-17-5
3.9,W3-3A-17<W3-3-17>,2016-09-25-18-0
4.4,W3-3A-17<W3-3-17>,2016-09-25-18-1
4.4,W3-3A-17<W3-3-17>,2016-09-25-18-2
4.4,W3-3A-17<W3-3-17>,2016-09-25-18-3
4.6,W3-3A-17<W3-3-17>,2016-09-25-18-4
4.9,W3-3A-17<W3-3-17>,2016-09-25-18-5
5.8,W3-3A-1<W3-3-01>,2016-09-25-15-0
5.1,W3-3A-1<W3-3-01>,2016-09-25-15-1
5.7,W3-3A-1<W3-3-01>,2016-09-25-15-2
5.5,W3-3A-1<W3-3-01>,2016-09-25-15-3
5.5,W3-3A-1<W3-3-01>,2016-09-25-15-4
6.3,W3-3A-1<W3-3-01>,2016-09-25-15-5
6.3,W3-3A-1<W3-3-01>,2016-09-25-16-0
6.0,W3-3A-1<W3-3-01>,2016-09-25-16-1
6.0,W3-3A-1<W3-3-01>,2016-09-25-16-2
5.9,W3-3A-1<W3-3-01>,2016-09-25-16-3
5.6,W3-3A-1<W3-3-01>,2016-09-25-16-4
5.6,W3-3A-1<W3-3-01>,2016-09-25-16-5
5.1,W3-3A-1<W3-3-01>,2016-09-25-17-0
5.9,W3-3A-1<W3-3-01>,2016-09-25-17-1
5.8,W3-3A-1<W3-3-01>,2016-09-25-17-2
5.5,W3-3A-1<W3-3-01>,2016-09-25-17-3
5.8,W3-3A-1<W3-3-01>,2016-09-25-17-4
4.9,W3-3A-1<W3-3-01>,2016-09-25-17-5
4.6,W3-3A-1<W3-3-01>,2016-09-25-18-0
4.8,W3-3A-1<W3-3-01>,2016-09-25-18-1
4.6,W3-3A-1<W3-3-01>,2016-09-25-18-2
5.0,W3-3A-1<W3-3-01>,2016-09-25-18-3
5.4,W3-3A-1<W3-3-01>,2016-09-25-18-4
5.1,W3-3A-1<W3-3-01>,2016-09-25-18-5
9.7,W3-3A-2<W3-3-02>,2016-09-25-15-0
11.5,W3-3A-2<W3-3-02>,2016-09-25-15-1
12.5,W3-3A-2<W3-3-02>,2016-09-25-15-2
13.0,W3-3A-2<W3-3-02>,2016-09-25-15-3
14.2,W3-3A-2<W3-3-02>,2016-09-25-15-4
14.9,W3-3A-2<W3-3-02>,2016-09-25-15-5
15.4,W3-3A-2<W3-3-02>,2016-09-25-16-0
13.9,W3-3A-2<W3-3-02>,2016-09-25-16-1
11.7,W3-3A-2<W3-3-02>,2016-09-25-16-2
11.9,W3-3A-2<W3-3-02>,2016-09-25-16-3
14.5,W3-3A-2<W3-3-02>,2016-09-25-16-4
14.9,W3-3A-2<W3-3-02>,2016-09-25-16-5
15.8,W3-3A-2<W3-3-02>,2016-09-25-17-0
15.0,W3-3A-2<W3-3-02>,2016-09-25-17-1
14.0,W3-3A-2<W3-3-02>,2016-09-25-17-2
13.5,W3-3A-2<W3-3-02>,2016-09-25-17-3
13.3,W3-3A-2<W3-3-02>,2016-09-25-17-4
12.4,W3-3A-2<W3-3-02>,2016-09-25-17-5
12.8,W3-3A-2<W3-3-02>,2016-09-25-18-0
13.8,W3-3A-2<W3-3-02>,2016-09-25-18-1
13.0,W3-3A-2<W3-3-02>,2016-09-25-18-2
12.9,W3-3A-2<W3-3-02>,2016-09-25-18-3
12.5,W3-3A-2<W3-3-02>,2016-09-25-18-4
14.5,W3-3A-2<W3-3-02>,2016-09-25-18-5
3.2,W3-3A-3<W3-3-03>,2016-09-25-15-0
3.3,W3-3A-3<W3-3-03>,2016-09-25-15-1
4.3,W3-3A-3<W3-3-03>,2016-09-25-15-2
4.1,W3-3A-3<W3-3-03>,2016-09-25-15-3
3.9,W3-3A-3<W3-3-03>,2016-09-25-15-4
3.9,W3-3A-3<W3-3-03>,2016-09-25-15-5
3.8,W3-3A-3<W3-3-03>,2016-09-25-16-0
3.9,W3-3A-3<W3-3-03>,2016-09-25-16-1
3.4,W3-3A-3<W3-3-03>,2016-09-25-16-2
3.8,W3-3A-3<W3-3-03>,2016-09-25-16-3
3.4,W3-3A-3<W3-3-03>,2016-09-25-16-4
4.0,W3-3A-3<W3-3-03>,2016-09-25-16-5
4.5,W3-3A-3<W3-3-03>,2016-09-25-17-0
4.3,W3-3A-3<W3-3-03>,2016-09-25-17-1
3.2,W3-3A-3<W3-3-03>,2016-09-25-17-2
3.1,W3-3A-3<W3-3-03>,2016-09-25-17-3
3.5,W3-3A-3<W3-3-03>,2016-09-25-17-4
3.8,W3-3A-3<W3-3-03>,2016-09-25-17-5
3.4,W3-3A-3<W3-3-03>,2016-09-25-18-0
3.6,W3-3A-3<W3-3-03>,2016-09-25-18-1
3.9,W3-3A-3<W3-3-03>,2016-09-25-18-2
3.7,W3-3A-3<W3-3-03>,2016-09-25-18-3
3.7,W3-3A-3<W3-3-03>,2016-09-25-18-4
4.1,W3-3A-3<W3-3-03>,2016-09-25-18-5
3.7,W3-3A-4<W3-3-04>,2016-09-25-15-0
3.8,W3-3A-4<W3-3-04>,2016-09-25-15-1
4.5,W3-3A-4<W3-3-04>,2016-09-25-15-2
4.5,W3-3A-4<W3-3-04>,2016-09-25-15-3
3.8,W3-3A-4<W3-3-04>,2016-09-25-15-4
3.5,W3-3A-4<W3-3-04>,2016-09-25-15-5
3.5,W3-3A-4<W3-3-04>,2016-09-25-16-0
3.5,W3-3A-4<W3-3-04>,2016-09-25-16-1
3.3,W3-3A-4<W3-3-04>,2016-09-25-16-2
3.6,W3-3A-4<W3-3-04>,2016-09-25-16-3
3.9,W3-3A-4<W3-3-04>,2016-09-25-16-4
3.9,W3-3A-4<W3-3-04>,2016-09-25-16-5
4.2,W3-3A-4<W3-3-04>,2016-09-25-17-0
4.1,W3-3A-4<W3-3-04>,2016-09-25-17-1
2.7,W3-3A-4<W3-3-04>,2016-09-25-17-2
3.5,W3-3A-4<W3-3-04>,2016-09-25-17-3
3.6,W3-3A-4<W3-3-04>,2016-09-25-17-4
3.6,W3-3A-4<W3-3-04>,2016-09-25-17-5
3.3,W3-3A-4<W3-3-04>,2016-09-25-18-0
4.0,W3-3A-4<W3-3-04>,2016-09-25-18-1
4.3,W3-3A-4<W3-3-04>,2016-09-25-18-2
3.7,W3-3A-4<W3-3-04>,2016-09-25-18-3
3.8,W3-3A-4<W3-3-04>,2016-09-25-18-4
3.6,W3-3A-4<W3-3-04>,2016-09-25-18-5
2.4,W3-3A-5<W3-3-05>,2016-09-25-15-0
2.5,W3-3A-5<W3-3-05>,2016-09-25-15-1
3.0,W3-3A-5<W3-3-05>,2016-09-25-15-2
3.1,W3-3A-5<W3-3-05>,2016-09-25-15-3
3.4,W3-3A-5<W3-3-05>,2016-09-25-15-4
3.5,W3-3A-5<W3-3-05>,2016-09-25-15-5
3.1,W3-3A-5<W3-3-05>,2016-09-25-16-0
2.6,W3-3A-5<W3-3-05>,2016-09-25-16-1
2.8,W3-3A-5<W3-3-05>,2016-09-25-16-2
3.2,W3-3A-5<W3-3-05>,2016-09-25-16-3
3.7,W3-3A-5<W3-3-05>,2016-09-25-16-4
4.0,W3-3A-5<W3-3-05>,2016-09-25-16-5
3.4,W3-3A-5<W3-3-05>,2016-09-25-17-0
3.1,W3-3A-5<W3-3-05>,2016-09-25-17-1
2.6,W3-3A-5<W3-3-05>,2016-09-25-17-2
2.5,W3-3A-5<W3-3-05>,2016-09-25-17-3
3.1,W3-3A-5<W3-3-05>,2016-09-25-17-4
3.3,W3-3A-5<W3-3-05>,2016-09-25-17-5
3.6,W3-3A-5<W3-3-05>,2016-09-25-18-0
3.9,W3-3A-5<W3-3-05>,2016-09-25-18-1
4.4,W3-3A-5<W3-3-05>,2016-09-25-18-2
4.2,W3-3A-5<W3-3-05>,2016-09-25-18-3
4.2,W3-3A-5<W3-3-05>,2016-09-25-18-4
4.4,W3-3A-5<W3-3-05>,2016-09-25-18-5
3.8,W3-3A-6<W3-3-06>,2016-09-25-15-0
4.5,W3-3A-6<W3-3-06>,2016-09-25-15-1
5.8,W3-3A-6<W3-3-06>,2016-09-25-15-2
5.9,W3-3A-6<W3-3-06>,2016-09-25-15-3
6.3,W3-3A-6<W3-3-06>,2016-09-25-15-4
7.0,W3-3A-6<W3-3-06>,2016-09-25-15-5
7.1,W3-3A-6<W3-3-06>,2016-09-25-16-0
6.2,W3-3A-6<W3-3-06>,2016-09-25-16-1
5.5,W3-3A-6<W3-3-06>,2016-09-25-16-2
5.5,W3-3A-6<W3-3-06>,2016-09-25-16-3
6.6,W3-3A-6<W3-3-06>,2016-09-25-16-4
7.0,W3-3A-6<W3-3-06>,2016-09-25-16-5
6.2,W3-3A-6<W3-3-06>,2016-09-25-17-0
5.9,W3-3A-6<W3-3-06>,2016-09-25-17-1
5.2,W3-3A-6<W3-3-06>,2016-09-25-17-2
5.3,W3-3A-6<W3-3-06>,2016-09-25-17-3
5.4,W3-3A-6<W3-3-06>,2016-09-25-17-4
5.2,W3-3A-6<W3-3-06>,2016-09-25-17-5
5.2,W3-3A-6<W3-3-06>,2016-09-25-18-0
4.6,W3-3A-6<W3-3-06>,2016-09-25-18-1
4.7,W3-3A-6<W3-3-06>,2016-09-25-18-2
5.8,W3-3A-6<W3-3-06>,2016-09-25-18-3
6.7,W3-3A-6<W3-3-06>,2016-09-25-18-4
6.7,W3-3A-6<W3-3-06>,2016-09-25-18-5
1.9,W3-3A-7<W3-3-07>,2016-09-25-15-0
1.7,W3-3A-7<W3-3-07>,2016-09-25-15-1
1.5,W3-3A-7<W3-3-07>,2016-09-25-15-2
1.7,W3-3A-7<W3-3-07>,2016-09-25-15-3
1.7,W3-3A-7<W3-3-07>,2016-09-25-15-4
2.0,W3-3A-7<W3-3-07>,2016-09-25-15-5
2.0,W3-3A-7<W3-3-07>,2016-09-25-16-0
2.2,W3-3A-7<W3-3-07>,2016-09-25-16-1
1.9,W3-3A-7<W3-3-07>,2016-09-25-16-2
2.2,W3-3A-7<W3-3-07>,2016-09-25-16-3
1.9,W3-3A-7<W3-3-07>,2016-09-25-16-4
2.0,W3-3A-7<W3-3-07>,2016-09-25-16-5
2.1,W3-3A-7<W3-3-07>,2016-09-25-17-0
1.8,W3-3A-7<W3-3-07>,2016-09-25-17-1
1.5,W3-3A-7<W3-3-07>,2016-09-25-17-2
1.8,W3-3A-7<W3-3-07>,2016-09-25-17-3
1.9,W3-3A-7<W3-3-07>,2016-09-25-17-4
1.9,W3-3A-7<W3-3-07>,2016-09-25-17-5
1.8,W3-3A-7<W3-3-07>,2016-09-25-18-0
1.9,W3-3A-7<W3-3-07>,2016-09-25-18-1
1.6,W3-3A-7<W3-3-07>,2016-09-25-18-2
1.8,W3-3A-7<W3-3-07>,2016-09-25-18-3
2.1,W3-3A-7<W3-3-07>,2016-09-25-18-4
1.8,W3-3A-7<W3-3-07>,2016-09-25-18-5
4.5,W3-3A-8<W3-3-08>,2016-09-25-15-0
4.3,W3-3A-8<W3-3-08>,2016-09-25-15-1
5.9,W3-3A-8<W3-3-08>,2016-09-25-15-2
6.1,W3-3A-8<W3-3-08>,2016-09-25-15-3
6.3,W3-3A-8<W3-3-08>,2016-09-25-15-4
7.7,W3-3A-8<W3-3-08>,2016-09-25-15-5
7.7,W3-3A-8<W3-3-08>,2016-09-25-16-0
7.2,W3-3A-8<W3-3-08>,2016-09-25-16-1
7.0,W3-3A-8<W3-3-08>,2016-09-25-16-2
6.9,W3-3A-8<W3-3-08>,2016-09-25-16-3
7.3,W3-3A-8<W3-3-08>,2016-09-25-16-4
7.5,W3-3A-8<W3-3-08>,2016-09-25-16-5
7.6,W3-3A-8<W3-3-08>,2016-09-25-17-0
7.1,W3-3A-8<W3-3-08>,2016-09-25-17-1
6.8,W3-3A-8<W3-3-08>,2016-09-25-17-2
6.6,W3-3A-8<W3-3-08>,2016-09-25-17-3
6.7,W3-3A-8<W3-3-08>,2016-09-25-17-4
7.0,W3-3A-8<W3-3-08>,2016-09-25-17-5
5.9,W3-3A-8<W3-3-08>,2016-09-25-18-0
6.2,W3-3A-8<W3-3-08>,2016-09-25-18-1
7.2,W3-3A-8<W3-3-08>,2016-09-25-18-2
7.3,W3-3A-8<W3-3-08>,2016-09-25-18-3
8.0,W3-3A-8<W3-3-08>,2016-09-25-18-4
8.0,W3-3A-8<W3-3-08>,2016-09-25-18-5
9.7,W3-3A-9<W3-3-09>,2016-09-25-15-0
10.5,W3-3A-9<W3-3-09>,2016-09-25-15-1
11.4,W3-3A-9<W3-3-09>,2016-09-25-15-2
11.9,W3-3A-9<W3-3-09>,2016-09-25-15-3
11.6,W3-3A-9<W3-3-09>,2016-09-25-15-4
12.1,W3-3A-9<W3-3-09>,2016-09-25-15-5
12.1,W3-3A-9<W3-3-09>,2016-09-25-16-0
11.4,W3-3A-9<W3-3-09>,2016-09-25-16-1
10.0,W3-3A-9<W3-3-09>,2016-09-25-16-2
10.1,W3-3A-9<W3-3-09>,2016-09-25-16-3
10.7,W3-3A-9<W3-3-09>,2016-09-25-16-4
11.5,W3-3A-9<W3-3-09>,2016-09-25-16-5
12.4,W3-3A-9<W3-3-09>,2016-09-25-17-0
12.4,W3-3A-9<W3-3-09>,2016-09-25-17-1
10.2,W3-3A-9<W3-3-09>,2016-09-25-17-2
8.5,W3-3A-9<W3-3-09>,2016-09-25-17-3
9.0,W3-3A-9<W3-3-09>,2016-09-25-17-4
9.0,W3-3A-9<W3-3-09>,2016-09-25-17-5
9.6,W3-3A-9<W3-3-09>,2016-09-25-18-0
10.2,W3-3A-9<W3-3-09>,2016-09-25-18-1
11.0,W3-3A-9<W3-3-09>,2016-09-25-18-2
11.9,W3-3A-9<W3-3-09>,2016-09-25-18-3
12.2,W3-3A-9<W3-3-09>,2016-09-25-18-4
11.9,W3-3A-9<W3-3-09>,2016-09-25-18-5
6.5,W3-3B-10<W3-3-27>,2016-09-25-15-0
7.2,W3-3B-10<W3-3-27>,2016-09-25-15-1
8.6,W3-3B-10<W3-3-27>,2016-09-25-15-2
9.9,W3-3B-10<W3-3-27>,2016-09-25-15-3
9.7,W3-3B-10<W3-3-27>,2016-09-25-15-4
9.8,W3-3B-10<W3-3-27>,2016-09-25-15-5
10.5,W3-3B-10<W3-3-27>,2016-09-25-16-0
11.6,W3-3B-10<W3-3-27>,2016-09-25-16-1
10.8,W3-3B-10<W3-3-27>,2016-09-25-16-2
9.7,W3-3B-10<W3-3-27>,2016-09-25-16-3
10.0,W3-3B-10<W3-3-27>,2016-09-25-16-4
10.5,W3-3B-10<W3-3-27>,2016-09-25-16-5
10.9,W3-3B-10<W3-3-27>,2016-09-25-17-0
9.8,W3-3B-10<W3-3-27>,2016-09-25-17-1
7.8,W3-3B-10<W3-3-27>,2016-09-25-17-2
6.5,W3-3B-10<W3-3-27>,2016-09-25-17-3
7.4,W3-3B-10<W3-3-27>,2016-09-25-17-4
7.4,W3-3B-10<W3-3-27>,2016-09-25-17-5
8.7,W3-3B-10<W3-3-27>,2016-09-25-18-0
9.6,W3-3B-10<W3-3-27>,2016-09-25-18-1
11.3,W3-3B-10<W3-3-27>,2016-09-25-18-2
9.7,W3-3B-10<W3-3-27>,2016-09-25-18-3
8.8,W3-3B-10<W3-3-27>,2016-09-25-18-4
10.4,W3-3B-10<W3-3-27>,2016-09-25-18-5
5.6,W3-3B-11<W3-3-28>,2016-09-25-15-0
5.3,W3-3B-11<W3-3-28>,2016-09-25-15-1
5.5,W3-3B-11<W3-3-28>,2016-09-25-15-2
5.7,W3-3B-11<W3-3-28>,2016-09-25-15-3
